region,crop,year,rainfall_mm,avg_temperature_c,humidity_pct,soil_ph,soil_nitrogen_kg_ha,soil_phosphorus_kg_ha,soil_potassium_kg_ha,irrigation_pct_area,fertilizer_kg_ha,farm_area_ha,yield_tonnes_per_ha
North,Maize,2021,800.6,15.5,67.4,4.97,140.0,74.9,131.7,4.1,225.7,15.97,3.07
East,Maize,2013,553.9,25.8,55.1,5.86,106.0,47.4,98.9,76.8,65.5,11.85,3.1
North,Cotton,2014,1146.9,20.5,79.6,6.88,98.8,46.6,117.7,8.4,44.5,4.28,0.89
West,Soybean,2022,706.1,28.3,37.3,5.44,208.7,45.3,218.1,92.8,146.7,12.33,1.67
West,Cotton,2024,705.0,27.5,76.8,6.39,118.6,39.1,158.9,44.3,44.4,3.93,1.19
Central,Wheat,2022,1148.0,31.4,69.9,6.84,114.3,49.7,181.6,75.8,223.8,8.73,1.86
East,Cotton,2018,429.3,28.5,51.5,6.35,95.0,56.6,148.2,12.6,178.7,6.7,0.82
North,Rice,2020,519.1,29.5,46.1,6.93,128.6,40.0,101.6,92.7,264.1,2.85,3.08
West,Soybean,2023,895.5,20.7,28.8,5.95,126.9,7.6,177.1,3.4,170.0,4.82,1.74
South,Rice,2016,973.3,28.0,48.1,4.7,119.4,52.0,200.1,4.2,194.6,14.19,2.42
West,Wheat,2016,1021.2,33.8,75.7,7.29,133.4,77.0,162.7,5.5,163.9,19.51,1.77
South,Soybean,2017,824.6,20.6,59.2,7.28,181.7,39.4,169.6,10.3,127.6,1.84,1.28
North,Sugarcane,2024,1532.6,33.0,77.4,8.5,99.2,22.9,100.6,48.7,155.6,4.87,26.04
West,Maize,2014,843.0,21.3,50.7,4.73,121.5,55.2,178.3,78.8,107.8,4.55,3.5
West,Cotton,2014,842.3,19.7,70.6,7.1,97.3,71.2,203.8,28.5,203.2,5.37,1.19
North,Rice,2010,700.8,25.5,49.2,4.93,130.3,52.9,166.2,74.6,161.5,30.05,2.34
West,Wheat,2023,931.0,27.6,45.5,7.91,100.1,70.9,78.1,77.4,174.0,5.85,1.68
South,Maize,2018,1053.7,28.6,58.4,6.89,101.6,56.9,215.4,90.8,349.4,14.18,4.36
West,Cotton,2015,1200.9,19.2,50.0,5.74,68.9,55.6,112.2,14.9,155.8,8.72,1.18
East,Maize,2018,527.7,26.2,36.9,7.12,123.4,37.2,165.5,13.6,198.8,0.91,3.29
Central,Cotton,2012,838.5,20.6,57.3,6.06,135.0,49.3,188.1,12.2,176.8,9.52,1.3
South,Sugarcane,2014,1011.7,16.6,61.6,6.74,185.1,44.6,193.2,35.9,249.5,8.33,46.74
East,Soybean,2011,1046.8,19.4,79.0,6.66,136.4,44.0,78.0,48.9,194.3,11.37,1.76
North,Maize,2019,901.6,20.2,74.1,7.9,104.3,41.2,154.7,46.2,163.7,0.62,3.32
South,Maize,2014,1035.6,26.6,78.3,7.95,72.4,48.4,152.0,25.7,317.6,2.21,3.9
Central,Maize,2024,697.8,29.8,70.8,6.02,77.3,25.6,207.6,62.2,128.4,11.73,3.16
Central,Soybean,2022,1289.5,16.6,65.0,7.35,74.7,57.2,168.3,33.8,168.4,3.7,1.4
North,Wheat,2022,1148.2,25.8,41.6,6.78,185.7,31.8,207.9,36.6,235.0,19.34,2.5
North,Cotton,2022,563.8,18.1,62.2,5.37,130.1,41.2,171.6,10.6,130.9,5.83,0.85
South,Sugarcane,2024,631.2,27.1,69.0,5.94,99.6,50.0,147.0,59.2,225.9,0.5,42.42
West,Maize,2023,638.3,20.9,81.9,8.37,86.4,31.1,157.8,65.5,151.2,9.6,3.36
North,Soybean,2017,1069.5,18.7,70.3,6.79,90.0,15.5,210.9,75.8,240.2,5.76,2.2
West,Wheat,2020,578.8,28.0,78.6,7.3,98.7,39.3,98.1,90.4,238.6,3.05,2.27
East,Cotton,2011,817.2,21.1,44.5,6.33,166.1,23.5,186.2,76.6,174.6,0.5,1.37
Central,Soybean,2017,1013.7,22.4,55.1,6.07,119.0,55.7,124.9,23.6,120.0,1.77,1.88
West,Sugarcane,2013,883.5,12.9,66.4,6.52,69.3,27.7,116.3,23.6,156.5,1.41,41.62
Central,Sugarcane,2019,964.7,28.7,77.4,6.29,200.9,67.3,190.9,91.5,179.1,6.99,47.76
West,Cotton,2019,633.5,28.1,57.8,5.31,80.1,44.9,114.7,79.0,233.3,11.74,1.04
East,Maize,2024,1048.7,24.0,58.8,5.7,99.3,45.9,165.1,78.2,199.2,2.14,3.62
North,Sugarcane,2010,746.7,16.4,70.3,7.07,165.9,15.3,130.4,72.0,212.3,9.57,50.48
East,Wheat,2022,818.8,30.0,43.1,6.2,134.5,47.2,55.7,26.7,201.0,18.41,2.1
North,Soybean,2014,959.4,20.7,84.1,6.52,103.6,43.8,169.1,84.7,230.8,7.77,2.42
North,Wheat,2022,925.8,21.7,46.8,6.69,76.9,25.5,155.1,14.3,168.0,11.96,2.34
Central,Maize,2010,906.0,35.6,31.2,6.75,86.2,46.3,73.6,35.0,189.9,1.83,3.74
East,Wheat,2016,712.3,20.5,60.2,7.42,88.3,39.0,122.1,34.6,181.7,0.62,1.99
West,Wheat,2017,825.1,27.7,85.5,5.62,120.2,41.7,77.7,56.0,153.7,3.64,1.86
East,Rice,2012,900.5,26.8,68.8,6.96,126.7,45.4,179.3,46.3,240.7,9.88,2.9
Central,Wheat,2012,556.2,26.0,71.3,7.1,114.8,37.9,205.5,46.0,239.4,9.27,2.15
North,Cotton,2016,784.4,25.4,60.6,7.29,118.6,48.7,184.0,55.4,252.3,24.82,1.2
Central,Soybean,2013,996.9,25.9,57.7,5.37,83.2,43.7,189.6,41.5,134.2,7.95,1.58
South,Rice,2012,580.6,25.4,36.8,6.7,130.3,52.1,129.3,25.0,201.0,4.24,2.47
South,Soybean,2024,1189.1,23.7,26.1,7.87,164.8,37.1,171.9,66.4,245.5,12.76,1.85
West,Soybean,2017,1217.4,31.6,62.9,6.42,114.3,29.0,149.6,79.1,270.2,1.33,1.99
Central,Maize,2012,588.7,17.4,79.7,6.89,113.6,34.4,157.4,47.9,89.5,13.41,3.02
West,Maize,2022,1239.4,29.1,65.2,7.12,122.9,66.6,188.3,64.9,179.8,3.64,3.96
West,Rice,2023,864.1,28.1,69.4,5.68,159.1,59.3,197.0,53.5,168.6,1.34,2.63
South,Sugarcane,2016,1004.6,27.5,83.8,7.97,88.7,63.2,134.4,5.9,275.5,1.42,38.85
West,Maize,2011,775.8,29.6,64.9,6.9,170.8,64.2,93.7,42.3,47.4,32.88,2.53
South,Maize,2020,1130.8,23.5,58.2,6.92,134.7,38.0,142.5,1.0,117.2,7.81,3.58
North,Maize,2020,1001.5,14.7,47.7,5.17,121.0,49.4,141.2,66.2,266.0,1.53,3.55
Central,Soybean,2010,696.5,23.6,90.3,7.14,162.5,46.1,161.4,50.8,151.8,2.5,1.72
West,Rice,2021,608.7,19.0,67.9,6.91,78.6,54.9,183.3,12.7,101.9,3.72,2.22
South,Soybean,2015,534.9,20.3,45.8,7.8,138.3,40.7,73.4,54.2,270.7,0.5,1.84
East,Cotton,2017,947.0,17.8,42.4,6.25,135.1,46.4,123.2,89.8,94.1,0.92,1.06
West,Soybean,2010,1043.1,21.6,78.8,5.71,87.3,46.1,111.4,34.0,241.3,11.48,1.82
North,Cotton,2022,1062.7,21.0,44.4,5.95,136.1,53.0,200.0,98.2,86.4,12.37,1.24
North,Wheat,2019,870.5,12.1,87.8,6.1,129.9,54.8,141.7,95.9,93.4,35.54,1.71
East,Wheat,2021,610.8,27.5,18.7,5.6,113.7,46.4,129.5,78.5,192.0,0.56,1.85
South,Cotton,2018,729.5,35.1,81.3,7.53,150.2,46.9,171.5,81.4,129.1,17.6,1.07
West,Cotton,2024,1188.1,27.0,67.3,7.56,100.0,48.4,126.3,41.1,196.3,3.05,1.09
South,Soybean,2012,778.8,23.0,61.8,6.34,129.5,69.7,149.4,40.3,288.1,3.18,1.98
North,Cotton,2012,935.9,23.7,57.4,6.19,115.4,19.1,222.6,95.4,170.7,1.09,1.37
South,Rice,2013,631.1,21.9,88.4,5.05,98.5,30.5,221.5,36.6,277.7,34.32,2.82
North,Wheat,2020,984.1,24.5,70.6,7.06,137.6,55.1,133.7,9.7,199.5,31.7,2.25
South,Wheat,2024,785.6,23.8,46.5,7.82,112.7,49.0,142.7,15.3,237.4,16.01,1.89
East,Sugarcane,2010,1161.7,19.8,34.2,5.99,68.4,48.9,125.2,71.0,38.8,0.76,35.67
Central,Cotton,2018,1093.4,32.4,62.7,6.41,57.0,55.0,73.0,38.3,218.2,14.74,1.29
East,Maize,2020,776.1,16.6,60.0,6.85,147.6,48.2,191.4,19.9,209.0,8.05,3.82
East,Maize,2012,868.3,27.6,37.2,7.88,77.3,36.6,246.9,81.4,158.4,1.1,3.77
Central,Cotton,2022,762.2,23.5,59.2,6.66,129.8,54.4,132.3,48.9,293.7,2.43,1.47
Central,Rice,2019,545.1,33.5,51.4,6.66,121.9,45.3,117.3,56.8,150.4,9.35,2.21
West,Maize,2013,685.6,25.7,60.1,6.64,107.1,38.3,139.1,15.4,83.5,13.01,3.84
West,Sugarcane,2010,949.6,22.2,70.9,5.36,188.5,55.4,153.4,19.3,226.9,15.08,49.05
East,Cotton,2013,981.3,22.8,82.4,5.34,126.3,54.8,104.6,12.6,94.6,6.28,1.04
East,Rice,2022,937.1,24.2,73.6,5.85,146.4,48.2,131.7,51.5,184.6,6.12,2.5
North,Rice,2010,824.6,18.3,49.2,7.31,130.0,70.8,190.6,77.6,260.4,9.22,2.89
North,Soybean,2014,1133.3,20.2,65.5,6.23,111.9,64.9,155.1,73.2,209.9,12.03,1.84
West,Rice,2014,915.9,15.1,60.9,6.08,119.3,60.0,200.8,26.1,165.2,1.5,2.33
West,Maize,2023,1075.8,19.4,40.0,6.06,171.0,83.5,164.6,85.2,158.9,10.77,3.76
North,Maize,2020,456.6,24.5,66.0,6.39,158.1,42.8,106.4,10.6,255.9,3.34,3.77
North,Cotton,2016,100.0,25.5,87.9,7.86,188.3,38.0,127.0,11.4,106.8,3.87,0.74
South,Cotton,2023,970.9,14.1,60.5,6.38,127.8,57.9,159.9,84.9,226.5,0.65,1.31
South,Rice,2017,543.8,23.3,36.1,5.87,89.3,41.2,105.1,24.4,311.6,7.1,2.64
North,Sugarcane,2013,846.9,26.8,60.5,6.52,104.6,45.2,99.9,70.8,212.6,0.78,52.8
South,Wheat,2016,824.5,23.2,41.8,7.9,78.4,30.2,102.3,0.9,165.7,19.55,1.8
Central,Soybean,2013,1296.9,20.8,73.0,6.1,146.8,54.1,170.6,9.4,170.4,7.76,1.4
West,Wheat,2012,1000.0,21.9,67.9,5.56,99.5,22.9,135.4,60.9,151.2,37.07,2.37
West,Rice,2024,941.5,21.3,57.4,6.1,13.1,43.6,197.3,18.2,140.9,2.26,2.55
North,Rice,2015,1109.2,20.8,55.0,6.6,206.2,44.8,114.1,2.8,187.1,9.11,2.78
East,Wheat,2013,992.1,24.9,56.8,7.05,100.0,38.5,51.7,46.7,220.8,26.69,2.55
North,Soybean,2023,785.6,35.5,60.1,7.31,99.8,18.6,144.8,33.1,276.6,2.84,1.63
South,Wheat,2012,1167.9,20.3,48.4,5.66,178.5,18.5,215.9,80.2,62.6,0.81,1.93
East,Cotton,2024,622.6,22.4,39.2,5.74,77.7,33.8,151.4,81.9,33.7,8.04,0.89
South,Maize,2024,980.8,23.7,77.1,6.24,159.8,53.1,95.1,61.4,277.8,3.65,5.25
Central,Sugarcane,2018,513.1,20.6,54.2,7.05,99.4,49.3,85.0,29.3,183.4,2.55,38.26
South,Cotton,2014,951.0,29.5,62.5,5.49,73.7,44.8,197.9,46.2,186.6,40.4,1.3
Central,Maize,2022,948.2,12.1,64.3,6.01,179.7,31.7,117.7,70.2,210.1,11.22,3.94
Central,Sugarcane,2023,1319.1,21.3,64.8,6.03,152.3,50.1,211.7,6.9,168.8,5.31,44.83
South,Sugarcane,2016,508.8,28.1,42.4,7.25,152.2,18.0,176.2,33.2,298.5,0.5,40.42
South,Sugarcane,2021,749.8,22.5,34.9,6.92,132.9,9.1,119.2,82.2,209.5,1.7,56.21
Central,Rice,2023,1105.7,19.9,51.2,7.22,141.0,41.4,196.7,40.6,153.1,2.84,2.65
East,Sugarcane,2015,983.8,26.2,65.9,7.57,76.9,36.8,113.0,62.5,158.5,5.34,47.83
Central,Soybean,2019,945.1,28.5,49.1,6.26,123.9,60.2,92.1,9.6,171.4,5.5,1.89
West,Wheat,2024,661.0,25.1,54.7,5.55,87.5,47.4,115.3,77.7,133.4,0.5,2.12
Central,Soybean,2014,752.3,20.0,91.9,5.56,71.4,69.8,180.7,10.0,281.4,22.97,1.61
East,Wheat,2016,1211.3,26.3,32.3,5.03,134.4,36.8,195.5,86.2,187.4,6.26,2.28
West,Cotton,2020,887.1,22.0,48.7,6.13,160.5,52.3,134.2,10.7,109.8,0.5,1.18
North,Cotton,2015,993.8,27.7,88.4,6.19,106.6,41.2,75.3,89.1,204.3,9.67,1.33
North,Wheat,2019,871.2,31.4,59.3,7.13,112.6,65.7,87.7,36.4,266.3,0.59,2.19
East,Soybean,2011,604.2,11.0,49.4,6.51,80.2,41.9,107.3,62.5,243.6,10.22,1.49
Central,Wheat,2022,1133.5,24.6,77.5,6.11,120.3,57.8,98.2,84.7,134.4,9.67,2.15
South,Sugarcane,2022,1025.8,15.3,60.8,6.41,146.6,28.8,160.6,1.0,113.5,33.56,41.44
East,Rice,2022,1476.4,36.2,54.8,5.67,147.7,38.8,227.5,26.6,265.6,3.35,1.92
West,Cotton,2012,646.1,21.7,62.9,7.32,139.1,43.7,181.8,90.8,82.5,1.25,0.97
West,Rice,2011,1105.6,27.7,50.1,5.87,98.4,64.0,104.9,38.8,202.3,0.77,3.31
North,Sugarcane,2021,572.1,23.8,44.7,5.59,97.2,12.0,122.2,70.6,145.9,0.6,39.7
West,Sugarcane,2012,939.3,20.0,58.3,7.15,147.8,40.0,130.0,14.0,258.8,13.3,50.6
East,Cotton,2010,1144.1,19.4,44.8,6.96,148.4,39.5,165.6,67.8,116.7,10.14,1.3
West,Cotton,2017,382.0,31.9,60.2,5.12,114.0,13.8,212.9,7.3,132.2,29.81,0.81
East,Sugarcane,2015,848.8,28.8,65.3,7.18,105.1,38.0,131.3,71.7,217.0,2.96,48.36
South,Maize,2022,759.2,33.7,72.8,5.91,160.9,21.9,211.6,32.4,227.7,13.0,3.42
North,Rice,2011,724.5,24.3,76.9,6.2,107.4,10.0,234.2,46.6,261.6,0.78,3.38
West,Rice,2017,996.3,25.4,53.9,6.65,146.1,41.1,136.0,16.6,208.4,18.74,3.13
East,Maize,2015,1180.2,22.7,67.5,6.97,115.2,40.6,135.0,62.8,201.0,0.5,4.47
Central,Soybean,2016,866.7,22.6,67.4,6.86,83.3,41.3,135.6,33.8,242.9,12.4,2.03
North,Rice,2020,951.4,18.8,64.9,6.46,176.4,48.8,152.5,38.3,97.8,2.94,2.62
South,Wheat,2010,928.6,24.4,52.8,6.16,124.2,31.8,135.7,65.2,127.2,1.6,2.76
East,Sugarcane,2016,900.5,20.1,44.6,6.83,95.1,71.9,185.4,17.9,102.8,9.75,39.11
South,Sugarcane,2012,627.7,26.2,67.5,6.41,71.3,44.5,88.0,85.2,18.9,18.1,38.38
South,Maize,2020,1177.1,24.9,34.4,7.94,74.8,64.3,128.6,73.9,230.5,11.56,4.06
West,Rice,2021,973.8,25.4,56.0,6.97,106.9,19.8,163.2,57.8,265.8,3.0,3.62
West,Soybean,2017,998.7,32.4,21.7,5.76,187.4,32.5,184.8,12.8,213.4,3.49,1.73
East,Rice,2015,698.4,23.8,40.0,6.12,99.5,55.3,237.8,68.7,202.8,1.68,2.76
Central,Sugarcane,2013,785.2,27.8,46.8,6.54,170.7,41.6,98.4,1.8,185.1,13.9,44.8
East,Cotton,2020,856.0,34.3,76.5,7.54,115.4,28.9,123.9,80.4,183.3,0.91,1.12
Central,Wheat,2017,516.5,30.5,70.3,7.63,78.7,17.4,59.3,30.4,281.7,18.68,2.09
South,Maize,2018,478.0,29.8,51.7,6.18,103.4,56.0,105.6,11.7,273.0,7.35,3.72
North,Cotton,2019,749.8,22.5,70.9,5.75,75.2,54.8,79.2,16.4,144.9,7.11,1.22
East,Soybean,2011,1030.6,25.1,73.3,5.65,90.0,48.6,129.1,96.3,246.5,14.55,2.06
East,Cotton,2024,736.7,17.4,57.6,6.7,89.0,37.6,140.9,77.4,253.8,8.81,1.27
Central,Cotton,2015,645.3,26.5,39.2,8.34,53.4,28.3,168.8,23.8,219.0,2.9,1.02
South,Soybean,2014,696.3,25.4,56.9,6.93,172.9,44.2,138.1,96.3,203.3,3.44,2.21
South,Cotton,2014,786.2,24.1,58.5,5.22,127.4,25.3,168.8,14.0,201.2,1.52,1.13
Central,Maize,2019,811.5,29.1,41.5,5.92,96.0,33.7,154.6,73.4,91.1,4.99,3.2
South,Sugarcane,2020,1441.4,18.0,65.5,6.0,127.8,63.9,108.7,65.7,85.8,0.93,31.06
West,Rice,2012,1163.7,32.2,64.2,5.84,90.8,17.2,82.5,82.1,227.0,8.47,2.92
North,Cotton,2021,1156.2,28.5,66.7,6.19,26.5,55.2,173.3,38.2,114.0,1.48,1.14
East,Maize,2017,1192.1,23.6,64.2,6.8,223.5,67.4,215.9,40.2,96.6,15.96,3.53
North,Rice,2023,650.3,23.3,70.9,7.05,126.6,57.2,251.4,62.5,55.5,9.64,2.52
East,Rice,2017,594.4,26.4,57.3,7.37,99.4,51.0,187.4,39.8,151.5,17.77,2.36
West,Cotton,2021,623.3,31.6,63.0,6.92,52.3,38.0,208.3,4.1,202.5,0.73,1.05
South,Maize,2014,1233.6,24.5,54.0,4.94,67.7,35.3,168.5,73.0,207.3,12.82,3.95
Central,Sugarcane,2017,763.2,24.7,51.2,5.65,177.9,11.3,162.1,64.1,231.0,17.02,57.46
West,Cotton,2019,587.2,24.1,80.1,6.37,172.6,45.6,154.4,42.4,156.5,0.5,1.19
North,Soybean,2024,792.3,32.9,29.3,6.62,146.4,39.0,145.8,30.3,186.4,55.89,1.56
Central,Rice,2017,840.3,22.2,73.2,7.19,81.0,34.5,174.3,32.1,230.7,2.86,2.71
South,Cotton,2012,967.1,23.9,50.7,6.53,172.8,44.7,129.2,74.1,207.8,1.9,1.68
West,Rice,2011,962.7,31.3,48.7,6.54,135.7,45.9,144.1,72.9,144.9,4.29,2.64
Central,Maize,2018,693.0,24.7,63.9,6.69,142.9,35.5,102.9,81.9,198.0,0.5,4.22
West,Wheat,2011,1071.4,29.7,37.7,6.3,135.6,69.2,169.0,76.2,60.9,17.37,2.01
West,Cotton,2018,740.2,19.4,47.8,6.57,67.3,56.0,111.6,75.8,180.0,2.5,1.49
South,Sugarcane,2013,860.9,23.0,47.3,7.4,78.1,58.4,151.3,25.2,142.9,5.9,45.85
East,Cotton,2021,1071.7,31.4,56.7,6.43,102.1,43.5,170.0,10.2,271.1,7.82,1.19
Central,Rice,2022,739.5,20.6,47.9,6.48,142.5,52.7,173.4,76.2,121.4,12.53,3.16
South,Maize,2011,757.7,23.2,84.0,6.47,71.7,31.6,180.9,9.9,187.0,2.3,3.59
West,Soybean,2019,1047.9,25.3,87.0,7.54,113.9,55.0,141.5,98.2,154.3,10.1,1.95
South,Sugarcane,2010,685.6,19.1,29.7,5.61,113.8,41.9,169.4,87.5,146.5,1.0,38.09
East,Maize,2013,803.8,21.9,68.2,7.92,147.7,29.7,130.5,53.3,202.6,9.75,3.47
Central,Cotton,2018,1038.9,24.6,72.9,5.56,143.6,44.7,71.2,35.2,154.9,20.14,1.14
East,Soybean,2021,1413.5,24.2,68.1,5.98,84.6,40.6,171.2,52.7,291.1,0.71,2.31
North,Maize,2018,1051.4,30.4,50.1,7.1,170.6,79.8,161.9,73.4,61.5,0.99,3.28
Central,Wheat,2013,1018.2,31.7,56.3,7.32,79.3,51.5,190.5,75.6,217.9,6.52,2.35
East,Sugarcane,2018,1032.7,19.7,48.8,5.38,158.2,68.7,149.0,7.4,174.9,0.5,36.77
West,Rice,2024,631.7,24.6,53.7,5.63,100.7,62.0,85.9,80.5,177.0,1.66,2.43
Central,Maize,2021,928.9,27.4,41.9,6.72,125.7,45.6,146.3,64.1,198.1,1.69,4.22
Central,Maize,2015,892.6,31.6,58.3,8.38,127.9,38.3,185.5,4.1,239.9,5.25,3.12
South,Wheat,2010,980.4,27.6,37.5,7.5,126.9,18.9,169.0,31.3,195.9,2.29,2.17
West,Cotton,2019,929.1,25.5,57.0,6.3,143.6,31.9,144.1,51.1,240.1,5.16,1.65
North,Sugarcane,2022,994.9,27.3,41.3,4.56,133.7,54.9,83.5,18.8,182.8,5.89,37.88
East,Sugarcane,2023,822.1,27.4,63.1,6.57,147.4,40.5,109.0,15.5,118.0,10.49,42.04
South,Rice,2015,914.7,19.4,49.8,6.79,136.3,50.6,169.1,1.4,174.7,23.35,2.8
East,Maize,2018,593.0,25.0,64.4,6.19,75.7,14.5,83.4,91.2,249.2,5.61,4.47
North,Soybean,2022,820.0,31.3,76.2,5.82,129.4,51.8,137.3,5.6,155.4,3.51,1.61
North,Maize,2011,1247.7,23.0,83.8,6.63,100.3,61.4,151.5,36.6,115.0,2.39,3.87
Central,Rice,2015,979.7,24.6,22.1,5.75,81.2,18.4,196.0,20.6,217.2,8.06,3.24
North,Maize,2011,894.8,22.8,47.5,8.0,109.9,50.6,174.6,74.1,200.2,22.91,4.04
East,Wheat,2013,1374.0,12.4,55.5,7.71,126.4,65.2,188.5,70.7,133.7,11.57,1.75
West,Maize,2024,559.8,24.1,66.9,7.03,128.7,70.2,162.1,80.6,166.0,1.85,4.07
West,Maize,2017,622.6,25.5,35.2,6.57,157.0,37.4,116.2,61.7,169.1,17.9,4.51
Central,Soybean,2022,1328.2,21.4,45.3,5.97,165.8,56.7,125.5,59.2,180.4,10.64,1.7
East,Wheat,2016,911.5,18.2,62.0,6.48,131.8,66.4,112.7,40.7,218.8,1.1,2.62
East,Wheat,2020,839.4,19.6,61.3,7.81,138.1,51.0,173.6,63.6,155.7,9.98,1.75
North,Maize,2021,600.2,27.8,65.7,7.19,123.3,64.3,122.2,11.5,221.9,2.73,3.68
East,Sugarcane,2022,1011.9,33.9,66.7,6.66,146.9,44.5,134.2,68.5,148.0,5.41,44.5
South,Soybean,2018,1036.1,30.9,65.1,7.24,137.0,50.9,150.9,10.4,280.0,2.86,1.99
North,Maize,2016,626.4,17.3,62.9,6.94,118.1,35.7,215.7,86.2,281.3,0.7,4.66
South,Maize,2010,864.9,28.3,60.8,6.82,195.3,42.5,176.3,50.6,128.6,11.71,3.94
Central,Rice,2011,816.1,20.7,70.0,7.28,100.9,51.5,119.1,53.0,106.5,14.11,2.38
West,Rice,2015,964.0,21.1,26.4,6.91,170.9,34.6,156.1,58.5,238.7,2.11,3.01
Central,Sugarcane,2016,620.2,21.7,83.2,7.19,72.6,41.6,216.1,77.6,195.5,2.19,46.99
West,Soybean,2012,1213.0,27.5,26.9,6.63,148.5,56.4,174.6,47.8,213.1,4.5,1.93
Central,Cotton,2018,1129.0,28.8,43.8,6.3,170.3,75.8,86.1,42.8,140.7,13.35,1.29
East,Rice,2022,809.2,23.5,56.6,6.06,53.2,14.3,113.4,28.8,172.1,0.64,2.73
South,Cotton,2024,845.9,23.6,70.1,5.97,124.9,74.6,110.3,12.8,159.3,13.23,1.14
West,Wheat,2016,865.9,26.3,15.1,5.22,145.0,41.1,207.6,19.0,198.3,20.48,2.0
North,Rice,2023,705.4,26.8,59.6,5.77,128.8,59.5,200.3,0.1,105.3,6.6,2.28
South,Rice,2015,789.1,29.9,71.9,5.75,133.2,62.4,125.0,86.9,174.0,0.5,2.73
North,Soybean,2022,832.4,17.6,74.9,6.09,124.8,68.5,124.1,76.5,104.7,2.51,1.55
South,Sugarcane,2015,1303.2,24.1,49.5,7.75,81.7,34.1,151.8,21.9,149.1,0.94,43.69
South,Cotton,2010,1136.7,18.7,55.5,6.37,202.9,41.6,153.0,0.2,174.2,2.4,1.18
Central,Rice,2022,1133.7,23.7,50.8,6.69,102.4,44.2,111.5,49.2,210.4,13.36,2.68
West,Rice,2014,992.5,22.9,54.1,6.72,135.2,39.6,140.0,41.3,215.4,0.5,3.58
West,Soybean,2019,620.7,23.8,44.5,7.77,97.4,64.8,91.9,77.6,225.7,2.67,1.79
South,Soybean,2012,889.6,20.0,46.7,6.04,40.3,43.8,200.9,40.3,91.0,5.82,1.6
East,Sugarcane,2016,1142.6,16.6,66.5,6.32,87.6,20.7,79.6,86.4,255.8,16.57,51.54
East,Cotton,2019,585.4,13.5,62.0,6.42,69.3,35.5,79.1,9.6,141.3,2.3,0.94
North,Wheat,2012,1059.1,23.3,67.4,7.41,158.2,21.3,167.4,36.6,145.7,12.05,2.47
North,Sugarcane,2014,1480.7,21.8,63.2,7.58,98.8,41.6,100.5,93.4,196.1,7.01,43.69
Central,Wheat,2016,1165.5,20.6,70.6,6.88,102.0,55.1,130.0,1.2,159.8,9.03,2.11
South,Maize,2023,1253.5,30.6,73.2,7.49,82.7,35.2,152.5,39.1,201.7,15.83,3.29
North,Rice,2012,954.6,19.7,33.9,6.64,123.3,39.0,177.0,26.0,212.8,0.5,3.47
North,Cotton,2022,1142.0,31.1,47.2,6.36,94.9,40.9,141.2,53.2,134.2,6.04,1.27
South,Sugarcane,2022,720.5,32.1,56.5,7.44,154.7,47.1,221.2,27.9,169.0,11.0,39.1
Central,Rice,2019,1099.0,14.2,59.7,6.89,130.6,52.7,150.0,87.0,170.8,17.28,2.79
North,Cotton,2011,1063.6,24.5,49.9,5.91,100.0,57.1,197.6,93.7,237.5,1.14,1.71
Central,Cotton,2015,972.5,22.0,73.7,7.3,149.8,78.8,161.1,84.9,152.1,3.34,1.38
West,Cotton,2017,1229.0,9.4,89.7,6.33,120.3,46.9,235.2,39.9,149.5,0.65,0.96
Central,Rice,2013,765.3,16.8,62.8,6.24,120.8,56.0,192.3,99.0,118.7,14.41,2.72
East,Sugarcane,2018,853.2,27.9,61.3,7.21,68.8,21.2,151.7,73.5,125.4,15.58,50.23
East,Soybean,2021,923.9,34.1,72.7,6.43,117.5,39.3,175.2,35.6,99.0,5.29,1.57
Central,Rice,2021,642.6,28.5,32.0,6.81,131.3,40.9,139.6,9.4,137.8,0.5,2.58
East,Cotton,2024,956.7,25.6,60.4,7.03,166.7,29.7,139.2,66.7,275.6,0.86,1.73
West,Sugarcane,2017,470.3,23.9,74.7,5.87,93.7,37.0,97.9,72.9,221.5,7.83,47.66
South,Maize,2016,1161.7,32.4,50.4,6.81,199.7,43.4,117.7,12.2,256.6,32.42,4.26
East,Wheat,2023,911.7,34.7,41.6,7.58,139.5,37.4,232.4,55.0,123.0,14.6,1.44
East,Cotton,2016,769.8,21.1,57.2,5.73,66.8,84.0,101.8,98.7,63.1,12.79,0.94
Central,Maize,2012,691.4,14.0,59.1,6.86,90.4,52.7,123.8,32.6,199.0,4.33,3.77
West,Soybean,2023,841.4,13.5,46.4,5.84,169.7,75.0,146.3,30.2,291.2,33.71,1.66
South,Cotton,2015,1072.1,30.6,91.4,7.32,163.5,67.4,147.6,90.3,150.9,13.94,1.23
Central,Maize,2022,1036.9,23.8,52.8,7.31,120.6,35.4,165.3,11.7,186.1,3.27,4.44
Central,Cotton,2022,723.6,24.9,42.7,6.22,125.2,45.6,131.2,93.4,85.8,11.04,1.25
West,Rice,2014,688.5,15.0,58.6,8.27,79.2,38.5,167.8,77.9,181.7,4.53,2.39
South,Sugarcane,2010,1064.2,20.2,73.6,7.39,166.3,42.6,195.7,39.1,172.5,8.64,42.28
West,Maize,2020,719.4,22.5,60.3,7.07,85.4,30.4,200.7,8.4,54.4,28.07,3.13
